City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Bambous Virieux,MU,2020-03-02 20:13:27,-20.34,57.76,80.6,94,75,10.29
298,Karratha,AU,2020-03-02 20:13:27,-20.74,116.85,84.25,78,4,4.79
299,Taoudenni,ML,2020-03-02 20:13:28,22.68,-3.98,76.64,6,0,8.66
300,Cidreira,BR,2020-03-02 20:13:28,-30.18,-50.21,73.38,71,0,19.33
301,Sambava,MG,2020-03-02 20:13:28,-14.27,50.17,73.22,98,28,2.86
302,Salalah,OM,2020-03-02 20:13:28,17.02,54.09,75.2,69,0,3.36
303,Saurimo,AO,2020-03-02 20:13:28,-9.66,20.39,67.15,93,100,2.82
304,Yar-Sale,RU,2020-03-02 20:13:12,66.83,70.83,14.25,89,44,15.17
305,Vila Velha,BR,2020-03-02 20:13:29,-20.33,-40.29,78.8,78,75,11.41
306,Great Falls,US,2020-03-02 20:13:29,47.5,-111.3,48.99,26,40,24.16
307,Constitucion,CL,2020-03-02 20:12:23,-35.33,-72.42,62.29,75,67,6.55
308,Albany,US,2020-03-02 20:10:25,42.6,-73.97,59.0,32,40,18.34
309,Dunedin,NZ,2020-03-02 20:13:29,-45.87,170.5,64.99,71,100,3.0
310,Takoradi,GH,2020-03-02 20:13:30,4.88,-1.76,79.86,88,70,2.06
311,Kapaa,US,2020-03-02 20:11:54,22.08,-159.32,77.0,61,40,3.36
312,Bluff,NZ,2020-03-02 20:12:27,-46.6,168.33,55.99,90,100,11.99
313,Tasiilaq,GL,2020-03-02 20:13:12,65.61,-37.64,30.2,74,97,20.8
314,Busselton,AU,2020-03-02 20:12:26,-33.65,115.33,59.0,47,0,15.43
315,Christchurch,NZ,2020-03-02 20:11:55,-43.53,172.63,75.99,68,11,18.45
316,Rikitea,PF,2020-03-02 20:12:36,-23.12,-134.97,80.17,79,100,17.52
317,Gusau,NG,2020-03-02 20:13:31,12.16,6.66,82.4,17,0,9.51
318,Slonim,BY,2020-03-02 20:13:31,53.09,25.32,40.8,93,100,6.71
319,Ushuaia,AR,2020-03-02 20:09:40,-54.8,-68.3,59.0,50,40,4.7
320,Barrow,US,2020-03-02 20:13:32,71.29,-156.79,-36.4,95,40,6.93
321,Ushuaia,AR,2020-03-02 20:09:40,-54.8,-68.3,59.0,50,40,4.7
322,San Policarpo,PH,2020-03-02 20:13:32,12.18,125.51,77.77,83,83,11.18
323,Ushuaia,AR,2020-03-02 20:09:40,-54.8,-68.3,59.0,50,40,4.7
324,Tual,ID,2020-03-02 20:13:32,-5.67,132.75,83.52,74,100,6.04
325,Albany,US,2020-03-02 20:10:25,42.6,-73.97,59.0,32,40,18.34
326,Rikitea,PF,2020-03-02 20:12:36,-23.12,-134.97,80.17,79,100,17.52
327,Khatanga,RU,2020-03-02 20:13:07,71.97,102.5,12.69,84,100,8.63
328,Vaini,TO,2020-03-02 20:12:37,-21.2,-175.2,78.8,88,20,6.93
329,Roald,NO,2020-03-02 20:13:33,62.58,6.13,39.99,80,100,11.41
330,Kavaratti,IN,2020-03-02 20:13:34,10.57,72.64,82.42,70,37,4.36
331,Mahebourg,MU,2020-03-02 20:13:34,-20.41,57.7,80.6,94,75,10.29
332,Bredasdorp,ZA,2020-03-02 20:13:34,-34.53,20.04,70.0,82,40,3.36
333,Dwarka,IN,2020-03-02 20:13:34,22.24,68.97,75.29,75,0,14.2
334,Yima,CN,2020-03-02 20:13:35,34.74,111.88,43.43,63,99,5.86
335,San Marcos,US,2020-03-02 20:10:43,33.14,-117.17,66.2,54,75,4.7
336,Victoria,HK,2020-03-02 20:10:27,22.29,114.16,68.0,77,40,16.11
337,Punta Arenas,CL,2020-03-02 20:12:26,-53.15,-70.92,62.6,63,75,25.28
338,Ntungamo,UG,2020-03-02 20:13:35,-0.88,29.65,65.89,87,100,2.8
339,Marrakesh,MA,2020-03-02 20:10:03,31.63,-8.01,71.6,35,0,4.7
340,Udachnyy,RU,2020-03-02 20:13:36,66.42,112.4,10.4,72,100,11.18
341,Kaitangata,NZ,2020-03-02 20:13:36,-46.28,169.85,64.99,72,100,3.0
342,Jamestown,US,2020-03-02 20:12:51,42.1,-79.24,48.2,93,90,13.87
343,Mar Del Plata,AR,2020-03-02 20:08:55,-38.0,-57.56,84.2,66,20,10.29
344,Kapaa,US,2020-03-02 20:11:54,22.08,-159.32,77.0,61,40,3.36
345,Yellowknife,CA,2020-03-02 20:12:57,62.46,-114.35,0.0,70,75,13.87
346,Cabo San Lucas,MX,2020-03-02 20:13:16,22.89,-109.91,82.0,34,40,14.99
347,Dikson,RU,2020-03-02 20:12:27,73.51,80.55,1.89,99,98,9.78
348,Grand Gaube,MU,2020-03-02 20:13:38,-20.01,57.66,80.6,94,75,10.29
349,Monmouth,US,2020-03-02 20:13:38,40.3,-74.17,66.2,67,1,23.04
350,Bredasdorp,ZA,2020-03-02 20:13:34,-34.53,20.04,70.0,82,40,3.36
351,Vaini,TO,2020-03-02 20:12:37,-21.2,-175.2,78.8,88,20,6.93
352,Busselton,AU,2020-03-02 20:12:26,-33.65,115.33,59.0,47,0,15.43
353,Sao Joao Da Barra,BR,2020-03-02 20:13:39,-21.64,-41.05,73.4,94,90,11.41
354,Jamestown,US,2020-03-02 20:12:51,42.1,-79.24,48.2,93,90,13.87
355,Ushuaia,AR,2020-03-02 20:09:40,-54.8,-68.3,59.0,50,40,4.7
356,Ushuaia,AR,2020-03-02 20:09:40,-54.8,-68.3,59.0,50,40,4.7
357,Vaini,TO,2020-03-02 20:12:37,-21.2,-175.2,78.8,88,20,6.93
358,Hilo,US,2020-03-02 20:12:47,19.73,-155.09,77.0,65,1,3.36
359,Ushuaia,AR,2020-03-02 20:09:40,-54.8,-68.3,59.0,50,40,4.7
360,Bukachacha,RU,2020-03-02 20:13:40,52.98,116.92,-0.67,94,73,2.48
361,Saskylakh,RU,2020-03-02 20:12:28,71.92,114.08,13.35,84,100,13.33
362,Bolgatanga,GH,2020-03-02 20:13:41,10.79,-0.85,86.61,10,3,6.55
363,Gloversville,US,2020-03-02 20:13:41,43.05,-74.34,57.0,34,1,9.17
364,Gamba,GA,2020-03-02 20:13:00,-2.65,10.0,80.15,86,8,7.43
365,Punta Arenas,CL,2020-03-02 20:12:26,-53.15,-70.92,62.6,63,75,25.28
366,Hermanus,ZA,2020-03-02 20:13:42,-34.42,19.23,70.0,85,0,5.01
367,Mataura,NZ,2020-03-02 20:12:23,-46.19,168.86,55.99,90,100,11.99
368,Chokurdakh,RU,2020-03-02 20:13:42,70.63,147.92,-2.56,81,58,15.9
369,Hermanus,ZA,2020-03-02 20:13:42,-34.42,19.23,70.0,85,0,5.01
370,Anadyr,RU,2020-03-02 20:13:43,64.75,177.48,-7.01,76,0,6.71
371,Santa Maria,BR,2020-03-02 20:13:43,-29.68,-53.81,86.0,42,40,11.41
372,Dingle,PH,2020-03-02 20:12:53,11.0,122.67,71.35,91,85,10.16
373,Saint-Philippe,RE,2020-03-02 20:12:33,-21.36,55.77,80.6,94,96,13.87
374,Ushuaia,AR,2020-03-02 20:09:40,-54.8,-68.3,59.0,50,40,4.7
375,Bluff,NZ,2020-03-02 20:12:27,-46.6,168.33,55.99,90,100,11.99
376,Bluff,NZ,2020-03-02 20:12:27,-46.6,168.33,55.99,90,100,11.99
377,Luau,AO,2020-03-02 20:13:44,-10.71,22.22,67.26,95,99,3.11
378,Pitimbu,BR,2020-03-02 20:13:44,-7.47,-34.81,86.0,62,40,11.41
379,Avarua,CK,2020-03-02 20:12:32,-21.21,-159.78,82.4,88,0,4.7
380,Bethel,US,2020-03-02 20:09:25,41.37,-73.41,59.0,37,1,10.29
381,Longyearbyen,SJ,2020-03-02 20:13:45,78.22,15.64,-2.2,64,75,9.17
382,Hithadhoo,MV,2020-03-02 20:13:05,-0.6,73.08,83.41,71,85,7.0
383,Paita,PE,2020-03-02 20:13:45,-5.09,-81.11,62.6,100,6,14.99
384,Catamarca,AR,2020-03-02 20:13:45,-28.47,-65.79,67.06,59,86,3.62
385,Feicheng,CN,2020-03-02 20:13:46,35.26,117.97,33.03,87,53,4.0
386,Port Macquarie,AU,2020-03-02 20:13:46,-31.43,152.92,73.4,78,90,9.17
387,Albany,US,2020-03-02 20:10:25,42.6,-73.97,59.0,32,40,18.34
388,Bambous Virieux,MU,2020-03-02 20:13:27,-20.34,57.76,80.6,94,75,10.29
389,Ushuaia,AR,2020-03-02 20:09:40,-54.8,-68.3,59.0,50,40,4.7
390,Vaini,TO,2020-03-02 20:12:37,-21.2,-175.2,78.8,88,20,6.93
391,Barrow,US,2020-03-02 20:13:32,71.29,-156.79,-36.4,95,40,6.93
392,Finneytown,US,2020-03-02 20:13:47,39.2,-84.52,52.0,87,90,4.7
393,Sechura,PE,2020-03-02 20:13:47,-5.56,-80.82,75.38,84,20,20.62
394,Harlingen,US,2020-03-02 20:13:47,26.19,-97.7,89.01,45,1,14.99
395,Arlit,NE,2020-03-02 20:13:48,18.74,7.39,79.48,8,0,9.48
396,Zanjan,IR,2020-03-02 20:13:48,36.67,48.48,25.63,95,100,8.68
397,Constitucion,CL,2020-03-02 20:12:23,-35.33,-72.42,62.29,75,67,6.55
398,Busselton,AU,2020-03-02 20:12:26,-33.65,115.33,59.0,47,0,15.43
399,Kalety,PL,2020-03-02 20:13:48,50.56,18.89,42.01,86,35,4.7
400,Bengkulu,ID,2020-03-02 20:13:48,-3.8,102.27,74.75,90,100,3.76
401,Vaini,TO,2020-03-02 20:12:37,-21.2,-175.2,78.8,88,20,6.93
402,Swanzey,US,2020-03-02 20:13:49,42.87,-72.28,59.0,48,20,12.75
403,San Patricio,MX,2020-03-02 20:12:35,19.22,-104.7,84.2,66,5,11.41
404,Guiyang,CN,2020-03-02 20:13:49,26.58,106.72,42.8,93,90,8.95
405,Iqaluit,CA,2020-03-02 20:13:49,63.75,-68.51,-9.0,69,75,12.19
406,Busselton,AU,2020-03-02 20:12:26,-33.65,115.33,59.0,47,0,15.43
407,Anamur,TR,2020-03-02 20:13:50,36.08,32.84,50.0,93,0,4.7
408,Saldanha,ZA,2020-03-02 20:13:50,-33.01,17.94,64.4,77,0,4.7
409,Paamiut,GL,2020-03-02 20:12:39,61.99,-49.67,-3.6,62,0,14.56
410,Punta Arenas,CL,2020-03-02 20:12:26,-53.15,-70.92,62.6,63,75,25.28
411,Albany,US,2020-03-02 20:10:25,42.6,-73.97,59.0,32,40,18.34
412,Kavieng,PG,2020-03-02 20:13:51,-2.57,150.8,85.21,73,100,7.36
413,Fukue,JP,2020-03-02 20:13:51,32.69,128.84,50.0,66,100,12.75
414,Pevek,RU,2020-03-02 20:12:27,69.7,170.31,-7.89,98,100,9.37
415,Butaritari,KI,2020-03-02 20:12:39,3.07,172.79,82.58,78,100,22.59
416,Pakxan,LA,2020-03-02 20:13:52,18.38,103.66,68.72,77,78,3.42
417,Cherskiy,RU,2020-03-02 20:12:56,68.75,161.3,-11.65,97,100,4.27
418,Ostrovnoy,RU,2020-03-02 20:13:52,68.05,39.51,7.48,94,91,20.29
419,Albany,US,2020-03-02 20:10:25,42.6,-73.97,59.0,32,40,18.34
420,Ushuaia,AR,2020-03-02 20:09:40,-54.8,-68.3,59.0,50,40,4.7
421,Vila,PT,2020-03-02 20:13:52,42.03,-8.16,54.0,100,75,10.29
422,Yellowknife,CA,2020-03-02 20:12:57,62.46,-114.35,0.0,70,75,13.87
423,Kapaa,US,2020-03-02 20:11:54,22.08,-159.32,77.0,61,40,3.36
424,Longyearbyen,SJ,2020-03-02 20:13:45,78.22,15.64,-2.2,64,75,9.17
425,Esperance,AU,2020-03-02 20:13:08,-33.87,121.9,59.0,77,75,6.93
426,Saskylakh,RU,2020-03-02 20:12:28,71.92,114.08,13.35,84,100,13.33
427,Romny,UA,2020-03-02 20:13:54,50.75,33.47,40.32,74,100,16.96
428,Pevek,RU,2020-03-02 20:12:27,69.7,170.31,-7.89,98,100,9.37
429,Moyale,KE,2020-03-02 20:13:54,3.52,39.06,79.92,38,100,5.28
430,Puerto Gaitan,CO,2020-03-02 20:13:54,4.31,-72.08,99.18,28,31,11.43
431,Busselton,AU,2020-03-02 20:12:26,-33.65,115.33,59.0,47,0,15.43
432,Nikolskoye,RU,2020-03-02 20:12:26,59.7,30.79,34.0,86,20,4.47
433,San Patricio,MX,2020-03-02 20:12:35,19.22,-104.7,84.2,66,5,11.41
434,Bluff,NZ,2020-03-02 20:12:27,-46.6,168.33,55.99,90,100,11.99
435,Carnarvon,AU,2020-03-02 20:13:13,-24.87,113.63,80.6,74,0,10.29
436,Albany,US,2020-03-02 20:10:25,42.6,-73.97,59.0,32,40,18.34
437,Stawell,AU,2020-03-02 20:13:56,-37.05,142.77,50.88,77,75,12.97
438,Hobart,AU,2020-03-02 20:12:27,-42.88,147.33,55.4,54,75,8.05
439,Port Lincoln,AU,2020-03-02 20:09:04,-34.73,135.87,59.63,75,97,16.55
440,Vaini,TO,2020-03-02 20:12:37,-21.2,-175.2,78.8,88,20,6.93
441,Castro,BR,2020-03-02 20:11:26,-24.79,-50.01,63.09,94,89,6.62
442,Vaini,TO,2020-03-02 20:12:37,-21.2,-175.2,78.8,88,20,6.93
443,Port Blair,IN,2020-03-02 20:09:53,11.67,92.75,80.04,70,53,6.96
444,Tambun,ID,2020-03-02 20:13:57,-6.26,107.07,80.6,88,20,2.24
445,Vaini,TO,2020-03-02 20:12:37,-21.2,-175.2,78.8,88,20,6.93
446,Bredasdorp,ZA,2020-03-02 20:13:34,-34.53,20.04,70.0,82,40,3.36
447,Qaanaaq,GL,2020-03-02 20:12:33,77.48,-69.36,-20.43,55,28,5.41
448,Hermanus,ZA,2020-03-02 20:13:42,-34.42,19.23,70.0,85,0,5.01
449,Cape Town,ZA,2020-03-02 20:13:21,-33.93,18.42,68.0,82,0,14.99
450,Mataura,NZ,2020-03-02 20:12:23,-46.19,168.86,55.99,90,100,11.99
451,Albany,US,2020-03-02 20:10:25,42.6,-73.97,59.0,32,40,18.34
452,Tuktoyaktuk,CA,2020-03-02 20:12:51,69.45,-133.04,-40.0,65,5,4.7
453,Bubaque,GW,2020-03-02 20:13:59,11.28,-15.83,81.1,75,0,11.48
454,Daru,PG,2020-03-02 20:13:59,-9.08,143.21,78.35,90,6,2.66
455,Nikolskoye,RU,2020-03-02 20:12:26,59.7,30.79,34.0,86,20,4.47
456,Narsaq,GL,2020-03-02 20:13:13,60.92,-46.05,5.0,42,20,4.7
457,Hilo,US,2020-03-02 20:12:47,19.73,-155.09,77.0,65,1,3.36
458,Christiana,ZA,2020-03-02 20:14:00,-27.91,25.16,69.22,48,28,5.12
459,Quang Ngai,VN,2020-03-02 20:14:00,15.12,108.8,72.77,87,45,4.7
460,Xinxiang,CN,2020-03-02 20:14:00,35.31,113.87,41.09,68,100,3.44
461,Kapaa,US,2020-03-02 20:11:54,22.08,-159.32,77.0,61,40,3.36
462,Punta Arenas,CL,2020-03-02 20:12:26,-53.15,-70.92,62.6,63,75,25.28
463,Patrocinio,BR,2020-03-02 20:14:01,-18.94,-46.99,73.0,39,46,1.01
464,Nanortalik,GL,2020-03-02 20:13:05,60.14,-45.24,15.48,61,0,32.01
465,Ugoofaaru,MV,2020-03-02 20:14:01,5.67,73.0,81.68,76,20,11.01
466,Vaini,TO,2020-03-02 20:12:37,-21.2,-175.2,78.8,88,20,6.93
467,Punta Arenas,CL,2020-03-02 20:12:26,-53.15,-70.92,62.6,63,75,25.28
468,Fortuna,US,2020-03-02 20:14:02,40.6,-124.16,59.0,66,1,23.04
469,Vao,NC,2020-03-02 20:14:02,-22.67,167.48,79.11,74,100,8.77
470,Ushuaia,AR,2020-03-02 20:09:40,-54.8,-68.3,59.0,50,40,4.7
471,Iqaluit,CA,2020-03-02 20:13:49,63.75,-68.51,-9.0,69,75,12.19
472,Mao,ES,2020-03-02 20:14:02,39.89,4.27,55.4,54,5,17.22
473,Busselton,AU,2020-03-02 20:12:26,-33.65,115.33,59.0,47,0,15.43
474,Lebu,CL,2020-03-02 20:12:39,-37.62,-73.65,73.4,40,0,6.73
475,Ushuaia,AR,2020-03-02 20:09:40,-54.8,-68.3,59.0,50,40,4.7
476,Hilo,US,2020-03-02 20:12:47,19.73,-155.09,77.0,65,1,3.36
477,Cherskiy,RU,2020-03-02 20:12:56,68.75,161.3,-11.65,97,100,4.27
478,Meadow Lake,US,2020-03-02 20:14:03,34.8,-106.54,61.0,23,40,5.82
479,Severo-Kurilsk,RU,2020-03-02 20:13:23,50.68,156.12,19.83,94,70,2.42
480,Qaanaaq,GL,2020-03-02 20:12:33,77.48,-69.36,-20.43,55,28,5.41
481,Salalah,OM,2020-03-02 20:13:28,17.02,54.09,75.2,69,0,3.36
482,Funtua,NG,2020-03-02 20:14:04,11.52,7.31,77.94,17,0,8.7
483,Puerto Ayora,EC,2020-03-02 20:14:05,-0.74,-90.35,86.0,62,20,11.41
484,Bluff,NZ,2020-03-02 20:12:27,-46.6,168.33,55.99,90,100,11.99
485,Bredasdorp,ZA,2020-03-02 20:13:34,-34.53,20.04,70.0,82,40,3.36
486,Rikitea,PF,2020-03-02 20:12:36,-23.12,-134.97,80.17,79,100,17.52
487,Galle,LK,2020-03-02 20:14:05,6.04,80.22,79.99,79,41,8.14
488,Margate,GB,2020-03-02 20:14:06,51.38,1.39,42.01,65,0,5.82
489,Champerico,GT,2020-03-02 20:14:06,14.3,-91.92,91.4,52,40,6.93
490,Hobart,AU,2020-03-02 20:12:27,-42.88,147.33,55.4,54,75,8.05
491,Ushuaia,AR,2020-03-02 20:09:40,-54.8,-68.3,59.0,50,40,4.7
492,Todos Santos,MX,2020-03-02 20:14:06,23.45,-110.22,82.0,36,75,8.05
493,Albany,US,2020-03-02 20:10:25,42.6,-73.97,59.0,32,40,18.34
494,Hithadhoo,MV,2020-03-02 20:13:05,-0.6,73.08,83.41,71,85,7.0
495,Bluff,NZ,2020-03-02 20:12:27,-46.6,168.33,55.99,90,100,11.99
496,New Norfolk,AU,2020-03-02 20:12:46,-42.78,147.06,55.4,54,75,8.05
497,Fairbanks,US,2020-03-02 20:10:20,64.84,-147.72,-0.99,76,75,5.82
498,Kismayo,SO,2020-03-02 20:14:08,-0.36,42.55,80.55,82,92,13.31
499,Marzuq,YE,2020-03-02 20:14:08,14.4,46.47,67.55,63,0,4.88
500,Yellowknife,CA,2020-03-02 20:12:57,62.46,-114.35,0.0,70,75,13.87
501,Peniche,PT,2020-03-02 20:14:08,39.36,-9.38,57.0,71,20,4.7
502,Tagusao,PH,2020-03-02 20:14:09,9.19,117.81,73.29,86,73,3.6
503,Codrington,AU,2020-03-02 20:12:39,-38.27,141.97,58.68,75,100,15.37
504,Kruisfontein,ZA,2020-03-02 20:13:02,-34.0,24.73,63.64,96,0,0.51
505,Atar,MR,2020-03-02 20:14:09,20.52,-13.05,73.71,12,0,7.43
506,Nikolskoye,RU,2020-03-02 20:12:26,59.7,30.79,34.0,86,20,4.47
507,Vitim,RU,2020-03-02 20:12:04,59.45,112.56,0.41,98,92,3.74
508,Hilo,US,2020-03-02 20:12:47,19.73,-155.09,77.0,65,1,3.36
509,Valparaiso,CL,2020-03-02 20:14:10,-33.04,-71.63,62.6,77,75,6.93
510,Lilongwe,MW,2020-03-02 20:14:10,-13.97,33.79,63.3,95,99,2.84
511,Ilulissat,GL,2020-03-02 20:12:47,69.22,-51.1,-16.6,51,20,3.36
512,Santiago Del Estero,AR,2020-03-02 20:14:11,-27.8,-64.26,91.71,25,3,9.62
513,Hobart,AU,2020-03-02 20:12:27,-42.88,147.33,55.4,54,75,8.05
514,Manjeshwar,IN,2020-03-02 20:14:11,12.72,74.89,80.6,78,75,3.67
515,Neryungri,RU,2020-03-02 20:14:11,56.67,124.65,-10.03,97,100,3.51
516,Portland,US,2020-03-02 20:09:07,45.52,-122.68,46.99,70,90,12.75
517,Vaini,TO,2020-03-02 20:12:37,-21.2,-175.2,78.8,88,20,6.93
518,Gewane,ET,2020-03-02 20:14:12,10.17,40.65,79.79,34,0,1.97
519,Kapaa,US,2020-03-02 20:11:54,22.08,-159.32,77.0,61,40,3.36
520,Port Alfred,ZA,2020-03-02 20:12:36,-33.59,26.89,69.01,94,7,6.46
521,Punta Arenas,CL,2020-03-02 20:12:26,-53.15,-70.92,62.6,63,75,25.28
522,Pokhara,NP,2020-03-02 20:14:13,28.23,83.98,55.13,64,0,2.95
523,Cape Town,ZA,2020-03-02 20:13:21,-33.93,18.42,68.0,82,0,14.99
524,King City,US,2020-03-02 20:14:13,36.21,-121.13,64.99,20,1,8.05
525,Avarua,CK,2020-03-02 20:12:32,-21.21,-159.78,82.4,88,0,4.7
526,Hilo,US,2020-03-02 20:12:47,19.73,-155.09,77.0,65,1,3.36
527,Cristalina,BR,2020-03-02 20:13:48,-16.77,-47.61,68.52,95,94,7.72
528,Turaiyur,IN,2020-03-02 20:14:14,11.17,78.62,78.8,83,20,4.7
529,Fortuna,US,2020-03-02 20:14:02,40.6,-124.16,59.0,66,1,23.04
530,Ushuaia,AR,2020-03-02 20:09:40,-54.8,-68.3,59.0,50,40,4.7
531,Tuatapere,NZ,2020-03-02 20:13:18,-46.13,167.68,55.99,90,100,11.99
532,Longyearbyen,SJ,2020-03-02 20:13:45,78.22,15.64,-2.2,64,75,9.17
533,Busselton,AU,2020-03-02 20:12:26,-33.65,115.33,59.0,47,0,15.43
534,Thompson,CA,2020-03-02 20:07:32,55.74,-97.86,15.8,66,75,4.7
535,Pemba,MZ,2020-03-02 20:14:15,-12.97,40.52,80.6,83,75,14.99
536,Atuona,PF,2020-03-02 20:12:55,-9.8,-139.03,82.04,76,30,14.94
537,Hilo,US,2020-03-02 20:12:47,19.73,-155.09,77.0,65,1,3.36
538,Thompson,CA,2020-03-02 20:07:32,55.74,-97.86,15.8,66,75,4.7
539,Hermanus,ZA,2020-03-02 20:13:42,-34.42,19.23,70.0,85,0,5.01
540,Port Elizabeth,ZA,2020-03-02 20:12:40,-33.92,25.57,68.0,94,75,3.36
541,Jalu,LY,2020-03-02 20:14:17,29.03,21.55,65.93,28,0,9.1
542,Barrow,US,2020-03-02 20:13:32,71.29,-156.79,-36.4,95,40,6.93
543,Roma,US,2020-03-02 20:13:56,43.21,-75.46,55.4,60,90,10.29
544,Pangai,TO,2020-03-02 20:14:17,-19.8,-174.35,82.4,74,20,4.7
545,Puerto Ayora,EC,2020-03-02 20:14:05,-0.74,-90.35,86.0,62,20,11.41
546,Cape Town,ZA,2020-03-02 20:13:21,-33.93,18.42,68.0,82,0,14.99
547,Bredasdorp,ZA,2020-03-02 20:13:34,-34.53,20.04,70.0,82,40,3.36
548,Nakhon Luang,TH,2020-03-02 20:14:18,14.46,100.61,82.99,83,20,5.82
549,Cape Town,ZA,2020-03-02 20:13:21,-33.93,18.42,68.0,82,0,14.99
550,Alofi,NU,2020-03-02 20:14:19,-19.06,-169.92,78.8,94,12,2.24
551,Severo-Kurilsk,RU,2020-03-02 20:13:23,50.68,156.12,19.83,94,70,2.42
552,Aklavik,CA,2020-03-02 20:14:19,68.22,-135.01,-25.6,60,75,6.93
553,Meadow Lake,US,2020-03-02 20:14:03,34.8,-106.54,61.0,23,40,5.82
554,Naze,JP,2020-03-02 20:14:19,28.37,129.48,60.8,72,40,5.82
555,Acarau,BR,2020-03-02 20:14:20,-2.89,-40.12,78.21,85,100,4.05
556,Mataura,NZ,2020-03-02 20:12:23,-46.19,168.86,55.99,90,100,11.99
557,General Roca,AR,2020-03-02 20:14:20,-39.03,-67.58,96.8,28,0,11.3
558,Vila Velha,BR,2020-03-02 20:13:29,-20.33,-40.29,78.8,78,75,11.41
559,Cape Town,ZA,2020-03-02 20:13:21,-33.93,18.42,68.0,82,0,14.99
560,Barrow,US,2020-03-02 20:13:32,71.29,-156.79,-36.4,95,40,6.93
561,Mehamn,NO,2020-03-02 20:12:50,71.04,27.85,32.0,63,40,23.04
562,Male,MV,2020-03-02 20:13:49,4.17,73.51,84.2,79,75,11.41
563,Flinders,AU,2020-03-02 20:14:21,-34.58,150.86,66.99,100,90,5.82
564,Norway,US,2020-03-02 20:09:29,45.79,-87.9,42.01,51,1,11.41
565,Wajima,JP,2020-03-02 20:14:22,37.4,136.9,43.39,71,100,15.05
566,Yellowknife,CA,2020-03-02 20:12:57,62.46,-114.35,0.0,70,75,13.87
567,Anzio,IT,2020-03-02 20:14:22,41.49,12.62,59.0,87,40,20.8
568,Rocha,UY,2020-03-02 20:14:22,-34.48,-54.33,78.91,50,0,15.82
569,Honningsvag,NO,2020-03-02 20:14:23,70.98,25.97,30.2,63,40,23.04
570,Constitucion,CL,2020-03-02 20:12:23,-35.33,-72.42,62.29,75,67,6.55
571,Thunder Bay,CA,2020-03-02 20:10:14,48.4,-89.32,35.01,54,75,11.41
572,Norman Wells,CA,2020-03-02 20:12:35,65.28,-126.83,-11.2,76,90,8.05
573,Beringovskiy,RU,2020-03-02 20:14:23,63.05,179.32,4.57,68,13,14.12
574,Kupang,ID,2020-03-02 20:14:24,-10.17,123.58,84.33,80,100,13.42
575,Mataura,NZ,2020-03-02 20:12:23,-46.19,168.86,55.99,90,100,11.99
576,Tiksi,RU,2020-03-02 20:14:24,71.69,128.87,7.95,70,100,44.45
577,Dingle,PH,2020-03-02 20:12:53,11.0,122.67,71.35,91,85,10.16
578,Puerto Ayora,EC,2020-03-02 20:14:05,-0.74,-90.35,86.0,62,20,11.41
579,Mataura,NZ,2020-03-02 20:12:23,-46.19,168.86,55.99,90,100,11.99
580,Mahebourg,MU,2020-03-02 20:13:34,-20.41,57.7,80.6,94,75,10.29
581,Hithadhoo,MV,2020-03-02 20:13:05,-0.6,73.08,83.41,71,85,7.0
582,Ushuaia,AR,2020-03-02 20:09:40,-54.8,-68.3,59.0,50,40,4.7
583,Labuhan,ID,2020-03-02 20:14:25,-6.88,112.21,74.23,94,100,5.64
584,College,US,2020-03-02 20:14:26,64.86,-147.8,-0.99,76,75,5.82
585,Hemnesberget,NO,2020-03-02 20:14:26,66.23,13.63,26.6,66,100,2.24
586,Puerto Del Rosario,ES,2020-03-02 20:14:26,28.5,-13.86,66.2,82,20,13.87
587,Albany,US,2020-03-02 20:10:25,42.6,-73.97,59.0,32,40,18.34
588,Vardo,NO,2020-03-02 20:14:26,70.37,31.11,32.0,77,20,21.92
589,Mataura,NZ,2020-03-02 20:12:23,-46.19,168.86,55.99,90,100,11.99
590,Kahului,US,2020-03-02 20:11:27,20.89,-156.47,73.4,78,20,14.99
591,Punta Arenas,CL,2020-03-02 20:12:26,-53.15,-70.92,62.6,63,75,25.28
592,Bredasdorp,ZA,2020-03-02 20:13:34,-34.53,20.04,70.0,82,40,3.36
593,Cabo San Lucas,MX,2020-03-02 20:13:16,22.89,-109.91,82.0,34,40,14.99
594,Busselton,AU,2020-03-02 20:12:26,-33.65,115.33,59.0,47,0,15.43
595,Waingapu,ID,2020-03-02 20:14:28,-9.66,120.26,84.18,73,100,7.02
596,Southbridge,US,2020-03-02 20:14:28,42.08,-72.03,57.99,43,1,16.11
597,Rikitea,PF,2020-03-02 20:12:36,-23.12,-134.97,80.17,79,100,17.52
598,Ushuaia,AR,2020-03-02 20:09:40,-54.8,-68.3,59.0,50,40,4.7
599,Barrow,US,2020-03-02 20:13:32,71.29,-156.79,-36.4,95,40,6.93
600,Sisimiut,GL,2020-03-02 20:14:29,66.94,-53.67,-18.33,82,0,5.01
601,Nikolskoye,RU,2020-03-02 20:12:26,59.7,30.79,34.0,86,20,4.47
602,Chuy,UY,2020-03-02 20:12:24,-33.7,-53.46,75.13,63,13,14.16
603,Port Lincoln,AU,2020-03-02 20:09:04,-34.73,135.87,59.63,75,97,16.55
604,Vila Franca Do Campo,PT,2020-03-02 20:12:39,37.72,-25.43,62.6,88,20,12.75
